yearID,teamName,Win,Loss
1989,Toronto Blue Jays,89,73
1990,Atlanta Braves,65,97
1990,Baltimore Orioles,76,85
1990,Boston Red Sox,88,74
1990,California Angels,80,82
1990,Chicago White Sox,94,68
1990,Chicago Cubs,77,85
1990,Cincinnati Reds,91,71
1990,Cleveland Indians,77,85
1990,Detroit Tigers,79,83
1990,Houston Astros,75,87
1990,Kansas City Royals,75,86
1990,Los Angeles Dodgers,86,76
1990,Minnesota Twins,74,88
1990,Milwaukee Brewers,74,88
1990,Montreal Expos,85,77
1990,New York Yankees,67,95
1990,New York Mets,91,71
1990,Oakland Athletics,103,59
1990,Philadelphia Phillies,77,85
1990,Pittsburgh Pirates,95,67
1990,San Diego Padres,75,87
1990,Seattle Mariners,77,85
1990,San Francisco Giants,85,77
1990,St. Louis Cardinals,70,92
1990,Texas Rangers,83,79
1990,Toronto Blue Jays,86,76
1991,Atlanta Braves,94,68
1991,Baltimore Orioles,67,95
1991,Boston Red Sox,84,78
1991,California Angels,81,81
1991,Chicago White Sox,87,75
1991,Chicago Cubs,77,83
1991,Cincinnati Reds,74,88
1991,Cleveland Indians,57,105
1991,Detroit Tigers,84,78
1991,Houston Astros,65,97
1991,Kansas City Royals,82,80
1991,Los Angeles Dodgers,93,69
1991,Minnesota Twins,95,67
1991,Milwaukee Brewers,83,79
1991,Montreal Expos,71,90
1991,New York Yankees,71,91
1991,New York Mets,77,84
1991,Oakland Athletics,84,78
1991,Philadelphia Phillies,78,84
1991,Pittsburgh Pirates,98,64
1991,San Diego Padres,84,78
1991,Seattle Mariners,83,79
1991,San Francisco Giants,75,87
1991,St. Louis Cardinals,84,78
1991,Texas Rangers,85,77
1991,Toronto Blue Jays,91,71
1992,Atlanta Braves,98,64
1992,Baltimore Orioles,89,73
1992,Boston Red Sox,73,89
1992,California Angels,72,90
1992,Chicago White Sox,86,76
1992,Chicago Cubs,78,84
1992,Cincinnati Reds,90,72
1992,Cleveland Indians,76,86
1992,Detroit Tigers,75,87
1992,Houston Astros,81,81
1992,Kansas City Royals,72,90
1992,Los Angeles Dodgers,63,99
1992,Minnesota Twins,90,72
1992,Milwaukee Brewers,92,70
1992,Montreal Expos,87,75
1992,New York Yankees,76,86
1992,New York Mets,72,90
1992,Oakland Athletics,96,66
1992,Philadelphia Phillies,70,92
1992,Pittsburgh Pirates,96,66
1992,San Diego Padres,82,80
1992,Seattle Mariners,64,98
1992,San Francisco Giants,72,90
1992,St. Louis Cardinals,83,79
1992,Texas Rangers,77,85
1992,Toronto Blue Jays,96,66
1993,Atlanta Braves,104,58
1993,Baltimore Orioles,85,77
1993,Boston Red Sox,80,82
1993,California Angels,71,91
1993,Chicago White Sox,94,68
1993,Chicago Cubs,84,78
1993,Cincinnati Reds,73,89
1993,Cleveland Indians,76,86
1993,Colorado Rockies,67,95
1993,Detroit Tigers,85,77
1993,Florida Marlins,64,98
1993,Houston Astros,85,77
1993,Kansas City Royals,84,78
1993,Los Angeles Dodgers,81,81
1993,Minnesota Twins,71,91
1993,Milwaukee Brewers,69,93
1993,Montreal Expos,94,68
1993,New York Yankees,88,74
1993,New York Mets,59,103
1993,Oakland Athletics,68,94
1993,Philadelphia Phillies,97,65
1993,Pittsburgh Pirates,75,87
1993,San Diego Padres,61,101
1993,Seattle Mariners,82,80
1993,San Francisco Giants,103,59
1993,St. Louis Cardinals,87,75
1993,Texas Rangers,86,76
1993,Toronto Blue Jays,95,67
1994,Atlanta Braves,68,46
1994,Baltimore Orioles,63,49
1994,Boston Red Sox,54,61
1994,California Angels,47,68
1994,Chicago White Sox,67,46
1994,Chicago Cubs,49,64
1994,Cincinnati Reds,66,48
1994,Cleveland Indians,66,47
1994,Colorado Rockies,53,64
1994,Detroit Tigers,53,62
1994,Florida Marlins,51,64
1994,Houston Astros,66,49
1994,Kansas City Royals,64,51
1994,Los Angeles Dodgers,58,56
1994,Minnesota Twins,53,60
1994,Milwaukee Brewers,53,62
1994,Montreal Expos,74,40
1994,New York Yankees,70,43
1994,New York Mets,55,58
1994,Oakland Athletics,51,63
1994,Philadelphia Phillies,54,61
1994,Pittsburgh Pirates,53,61
1994,San Diego Padres,47,70
1994,Seattle Mariners,49,63
1994,San Francisco Giants,55,60
1994,St. Louis Cardinals,53,61
1994,Texas Rangers,52,62
1994,Toronto Blue Jays,55,60
1995,Atlanta Braves,90,54
1995,Baltimore Orioles,71,73
1995,Boston Red Sox,86,58
1995,California Angels,78,67
1995,Chicago White Sox,68,76
1995,Chicago Cubs,73,71
1995,Cincinnati Reds,85,59
1995,Cleveland Indians,100,44
1995,Colorado Rockies,77,67
1995,Detroit Tigers,60,84
1995,Florida Marlins,67,76
1995,Houston Astros,76,68
1995,Kansas City Royals,70,74
1995,Los Angeles Dodgers,78,66
1995,Minnesota Twins,56,88
1995,Milwaukee Brewers,65,79
1995,Montreal Expos,66,78
1995,New York Yankees,79,65
1995,New York Mets,69,75
1995,Oakland Athletics,67,77
1995,Philadelphia Phillies,69,75
1995,Pittsburgh Pirates,58,86
1995,San Diego Padres,70,74
1995,Seattle Mariners,79,66
1995,San Francisco Giants,67,77
1995,St. Louis Cardinals,62,81
1995,Texas Rangers,74,70
1995,Toronto Blue Jays,56,88
1996,Atlanta Braves,96,66
1996,Baltimore Orioles,88,74
1996,Boston Red Sox,85,77
1996,California Angels,70,91
1996,Chicago White Sox,85,77
1996,Chicago Cubs,76,86
1996,Cincinnati Reds,81,81
1996,Cleveland Indians,99,62
1996,Colorado Rockies,83,79
1996,Detroit Tigers,53,109
1996,Florida Marlins,80,82
1996,Houston Astros,82,80
1996,Kansas City Royals,75,86
1996,Los Angeles Dodgers,90,72
1996,Minnesota Twins,78,84
1996,Milwaukee Brewers,80,82
1996,Montreal Expos,88,74
1996,New York Yankees,92,70
1996,New York Mets,71,91
1996,Oakland Athletics,78,84
1996,Philadelphia Phillies,67,95
1996,Pittsburgh Pirates,73,89
1996,San Diego Padres,91,71
1996,Seattle Mariners,85,76
1996,San Francisco Giants,68,94
1996,St. Louis Cardinals,88,74
1996,Texas Rangers,90,72
1996,Toronto Blue Jays,74,88
1997,Anaheim Angels,84,78
1997,Atlanta Braves,101,61
1997,Baltimore Orioles,98,64
1997,Boston Red Sox,78,84
1997,Chicago White Sox,80,81
1997,Chicago Cubs,68,94
1997,Cincinnati Reds,76,86
1997,Cleveland Indians,86,75
1997,Colorado Rockies,83,79
1997,Detroit Tigers,79,83
1997,Florida Marlins,92,70
1997,Houston Astros,84,78
1997,Kansas City Royals,67,94
1997,Los Angeles Dodgers,88,74
1997,Minnesota Twins,68,94
1997,Milwaukee Brewers,78,83
1997,Montreal Expos,78,84
1997,New York Yankees,96,66
1997,New York Mets,88,74
1997,Oakland Athletics,65,97
1997,Philadelphia Phillies,68,94
1997,Pittsburgh Pirates,79,83
1997,San Diego Padres,76,86
1997,Seattle Mariners,90,72
1997,San Francisco Giants,90,72
1997,St. Louis Cardinals,73,89
1997,Texas Rangers,77,85
1997,Toronto Blue Jays,76,86
1998,Anaheim Angels,85,77
1998,Arizona Diamondbacks,65,97
1998,Atlanta Braves,106,56
1998,Baltimore Orioles,79,83
1998,Boston Red Sox,92,70
1998,Chicago White Sox,80,82
1998,Chicago Cubs,90,73
1998,Cincinnati Reds,77,85
1998,Cleveland Indians,89,73
1998,Colorado Rockies,77,85
1998,Detroit Tigers,65,97
1998,Florida Marlins,54,108
1998,Houston Astros,102,60
1998,Kansas City Royals,72,89
1998,Los Angeles Dodgers,83,79
1998,Milwaukee Brewers,74,88
1998,Minnesota Twins,70,92
1998,Montreal Expos,65,97
1998,New York Yankees,114,48
1998,New York Mets,88,74
1998,Oakland Athletics,74,88
1998,Philadelphia Phillies,75,87
1998,Pittsburgh Pirates,69,93
1998,San Diego Padres,98,64
1998,Seattle Mariners,76,85
1998,San Francisco Giants,89,74
1998,St. Louis Cardinals,83,79
1998,Tampa Bay Devil Rays,63,99
1998,Texas Rangers,88,74
1998,Toronto Blue Jays,88,74
1999,Anaheim Angels,70,92
1999,Arizona Diamondbacks,100,62
1999,Atlanta Braves,103,59
1999,Baltimore Orioles,78,84
1999,Boston Red Sox,94,68
1999,Chicago White Sox,75,86
1999,Chicago Cubs,67,95
1999,Cincinnati Reds,96,67
1999,Cleveland Indians,97,65
1999,Colorado Rockies,72,90
1999,Detroit Tigers,69,92
1999,Florida Marlins,64,98
1999,Houston Astros,97,65
1999,Kansas City Royals,64,97
1999,Los Angeles Dodgers,77,85
1999,Milwaukee Brewers,74,87
1999,Minnesota Twins,63,97
1999,Montreal Expos,68,94
1999,New York Yankees,98,64
1999,New York Mets,97,66
1999,Oakland Athletics,87,75
1999,Philadelphia Phillies,77,85
1999,Pittsburgh Pirates,78,83
1999,San Diego Padres,74,88
1999,Seattle Mariners,79,83
1999,San Francisco Giants,86,76
1999,St. Louis Cardinals,75,86
1999,Tampa Bay Devil Rays,69,93
1999,Texas Rangers,95,67
1999,Toronto Blue Jays,84,78
2000,Anaheim Angels,82,80
2000,Arizona Diamondbacks,85,77
2000,Atlanta Braves,95,67
2000,Baltimore Orioles,74,88
2000,Boston Red Sox,85,77
2000,Chicago White Sox,95,67
2000,Chicago Cubs,65,97
2000,Cincinnati Reds,85,77
2000,Cleveland Indians,90,72
2000,Colorado Rockies,82,80
2000,Detroit Tigers,79,83
2000,Florida Marlins,79,82
2000,Houston Astros,72,90
2000,Kansas City Royals,77,85
2000,Los Angeles Dodgers,86,76
2000,Milwaukee Brewers,73,89
2000,Minnesota Twins,69,93
2000,Montreal Expos,67,95
2000,New York Yankees,87,74
2000,New York Mets,94,68
2000,Oakland Athletics,91,70
2000,Philadelphia Phillies,65,97
2000,Pittsburgh Pirates,69,93
2000,San Diego Padres,76,86
2000,Seattle Mariners,91,71
2000,San Francisco Giants,97,65
2000,St. Louis Cardinals,95,67
2000,Tampa Bay Devil Rays,69,92
2000,Texas Rangers,71,91
2000,Toronto Blue Jays,83,79
