yearID,teamName,Win,Loss
1961,Los Angeles Angels,70,91
1961,Los Angeles Dodgers,89,65
1961,Minnesota Twins,70,90
1961,Milwaukee Braves,83,71
1961,New York Yankees,109,53
1961,Philadelphia Phillies,47,107
1961,Pittsburgh Pirates,75,79
1961,San Francisco Giants,85,69
1961,St. Louis Cardinals,80,74
1961,Washington Senators,61,100
1962,Baltimore Orioles,77,85
1962,Boston Red Sox,76,84
1962,Chicago White Sox,85,77
1962,Chicago Cubs,59,103
1962,Cincinnati Reds,98,64
1962,Cleveland Indians,80,82
1962,Detroit Tigers,85,76
1962,Houston Colt .45's,64,96
1962,Kansas City Athletics,72,90
1962,Los Angeles Angels,86,76
1962,Los Angeles Dodgers,102,63
1962,Minnesota Twins,91,71
1962,Milwaukee Braves,86,76
1962,New York Yankees,96,66
1962,New York Mets,40,120
1962,Philadelphia Phillies,81,80
1962,Pittsburgh Pirates,93,68
1962,San Francisco Giants,103,62
1962,St. Louis Cardinals,84,78
1962,Washington Senators,60,101
1963,Baltimore Orioles,86,76
1963,Boston Red Sox,76,85
1963,Chicago White Sox,94,68
1963,Chicago Cubs,82,80
1963,Cincinnati Reds,86,76
1963,Cleveland Indians,79,83
1963,Detroit Tigers,79,83
1963,Houston Colt .45's,66,96
1963,Kansas City Athletics,73,89
1963,Los Angeles Angels,70,91
1963,Los Angeles Dodgers,99,63
1963,Minnesota Twins,91,70
1963,Milwaukee Braves,84,78
1963,New York Yankees,104,57
1963,New York Mets,51,111
1963,Philadelphia Phillies,87,75
1963,Pittsburgh Pirates,74,88
1963,San Francisco Giants,88,74
1963,St. Louis Cardinals,93,69
1963,Washington Senators,56,106
1964,Baltimore Orioles,97,65
1964,Boston Red Sox,72,90
1964,Chicago White Sox,98,64
1964,Chicago Cubs,76,86
1964,Cincinnati Reds,92,70
1964,Cleveland Indians,79,83
1964,Detroit Tigers,85,77
1964,Houston Colt .45's,66,96
1964,Kansas City Athletics,57,105
1964,Los Angeles Angels,82,80
1964,Los Angeles Dodgers,80,82
1964,Minnesota Twins,79,83
1964,Milwaukee Braves,88,74
1964,New York Yankees,99,63
1964,New York Mets,53,109
1964,Philadelphia Phillies,92,70
1964,Pittsburgh Pirates,80,82
1964,San Francisco Giants,90,72
1964,St. Louis Cardinals,93,69
1964,Washington Senators,62,100
1965,Baltimore Orioles,94,68
1965,Boston Red Sox,62,100
1965,California Angels,75,87
1965,Chicago White Sox,95,67
1965,Chicago Cubs,72,90
1965,Cincinnati Reds,89,73
1965,Cleveland Indians,87,75
1965,Detroit Tigers,89,73
1965,Houston Astros,65,97
1965,Kansas City Athletics,59,103
1965,Los Angeles Dodgers,97,65
1965,Minnesota Twins,102,60
1965,Milwaukee Braves,86,76
1965,New York Yankees,77,85
1965,New York Mets,50,112
1965,Philadelphia Phillies,85,76
1965,Pittsburgh Pirates,90,72
1965,San Francisco Giants,95,67
1965,St. Louis Cardinals,80,81
1965,Washington Senators,70,92
1966,Atlanta Braves,85,77
1966,Baltimore Orioles,97,63
1966,Boston Red Sox,72,90
1966,California Angels,80,82
1966,Chicago White Sox,83,79
1966,Chicago Cubs,59,103
1966,Cincinnati Reds,76,84
1966,Cleveland Indians,81,81
1966,Detroit Tigers,88,74
1966,Houston Astros,72,90
1966,Kansas City Athletics,74,86
1966,Los Angeles Dodgers,95,67
1966,Minnesota Twins,89,73
1966,New York Yankees,70,89
1966,New York Mets,66,95
1966,Philadelphia Phillies,87,75
1966,Pittsburgh Pirates,92,70
1966,San Francisco Giants,93,68
1966,St. Louis Cardinals,83,79
1966,Washington Senators,71,88
1967,Atlanta Braves,77,85
1967,Baltimore Orioles,76,85
1967,Boston Red Sox,92,70
1967,California Angels,84,77
1967,Chicago White Sox,89,73
1967,Chicago Cubs,87,74
1967,Cincinnati Reds,87,75
1967,Cleveland Indians,75,87
1967,Detroit Tigers,91,71
1967,Houston Astros,69,93
1967,Kansas City Athletics,62,99
1967,Los Angeles Dodgers,73,89
1967,Minnesota Twins,91,71
1967,New York Yankees,72,90
1967,New York Mets,61,101
1967,Philadelphia Phillies,82,80
1967,Pittsburgh Pirates,81,81
1967,San Francisco Giants,91,71
1967,St. Louis Cardinals,101,60
1967,Washington Senators,76,85
1968,Atlanta Braves,81,81
1968,Baltimore Orioles,91,71
1968,Boston Red Sox,86,76
1968,California Angels,67,95
1968,Chicago White Sox,67,95
1968,Chicago Cubs,84,78
1968,Cincinnati Reds,83,79
1968,Cleveland Indians,86,75
1968,Detroit Tigers,103,59
1968,Houston Astros,72,90
1968,Los Angeles Dodgers,76,86
1968,Minnesota Twins,79,83
1968,New York Yankees,83,79
1968,New York Mets,73,89
1968,Oakland Athletics,82,80
1968,Philadelphia Phillies,76,86
1968,Pittsburgh Pirates,80,82
1968,San Francisco Giants,88,74
1968,St. Louis Cardinals,97,65
1968,Washington Senators,65,96
1969,Atlanta Braves,93,69
1969,Baltimore Orioles,109,53
1969,Boston Red Sox,87,75
1969,California Angels,71,91
1969,Chicago White Sox,68,94
1969,Chicago Cubs,92,70
1969,Cincinnati Reds,89,73
1969,Cleveland Indians,62,99
1969,Detroit Tigers,90,72
1969,Houston Astros,81,81
1969,Kansas City Royals,69,93
1969,Los Angeles Dodgers,85,77
1969,Minnesota Twins,97,65
1969,Montreal Expos,52,110
1969,New York Yankees,80,81
1969,New York Mets,100,62
1969,Oakland Athletics,88,74
1969,Philadelphia Phillies,63,99
1969,Pittsburgh Pirates,88,74
1969,San Diego Padres,52,110
1969,Seattle Pilots,64,98
1969,San Francisco Giants,90,72
1969,St. Louis Cardinals,87,75
1969,Washington Senators,86,76
1970,Atlanta Braves,76,86
1970,Baltimore Orioles,108,54
1970,Boston Red Sox,87,75
1970,California Angels,86,76
1970,Chicago White Sox,56,106
1970,Chicago Cubs,84,78
1970,Cincinnati Reds,102,60
1970,Cleveland Indians,76,86
1970,Detroit Tigers,79,83
1970,Houston Astros,79,83
1970,Kansas City Royals,65,97
1970,Los Angeles Dodgers,87,74
1970,Minnesota Twins,98,64
1970,Milwaukee Brewers,65,97
1970,Montreal Expos,73,89
1970,New York Yankees,93,69
1970,New York Mets,83,79
1970,Oakland Athletics,89,73
1970,Philadelphia Phillies,73,88
1970,Pittsburgh Pirates,89,73
1970,San Diego Padres,63,99
1970,San Francisco Giants,86,76
1970,St. Louis Cardinals,76,86
1970,Washington Senators,70,92
1971,Atlanta Braves,82,80
1971,Baltimore Orioles,101,57
1971,Boston Red Sox,85,77
1971,California Angels,76,86
1971,Chicago White Sox,79,83
1971,Chicago Cubs,83,79
1971,Cincinnati Reds,79,83
1971,Cleveland Indians,60,102
1971,Detroit Tigers,91,71
1971,Houston Astros,79,83
1971,Kansas City Royals,85,76
1971,Los Angeles Dodgers,89,73
1971,Minnesota Twins,74,86
1971,Milwaukee Brewers,69,92
1971,Montreal Expos,71,90
1971,New York Yankees,82,80
1971,New York Mets,83,79
1971,Oakland Athletics,101,60
1971,Philadelphia Phillies,67,95
1971,Pittsburgh Pirates,97,65
1971,San Diego Padres,61,100
1971,San Francisco Giants,90,72
1971,St. Louis Cardinals,90,72
1971,Washington Senators,63,96
1972,Atlanta Braves,70,84
1972,Baltimore Orioles,80,74
1972,Boston Red Sox,85,70
1972,California Angels,75,80
1972,Chicago White Sox,87,67
1972,Chicago Cubs,85,70
1972,Cincinnati Reds,95,59
1972,Cleveland Indians,72,84
1972,Detroit Tigers,86,70
1972,Houston Astros,84,69
1972,Kansas City Royals,76,78
1972,Los Angeles Dodgers,85,70
1972,Minnesota Twins,77,77
1972,Milwaukee Brewers,65,91
1972,Montreal Expos,70,86
1972,New York Yankees,79,76
1972,New York Mets,83,73
1972,Oakland Athletics,93,62
1972,Philadelphia Phillies,59,97
1972,Pittsburgh Pirates,96,59
1972,San Diego Padres,58,95
1972,San Francisco Giants,69,86
1972,St. Louis Cardinals,75,81
1972,Texas Rangers,54,100
1973,Atlanta Braves,76,85
1973,Baltimore Orioles,97,65
1973,Boston Red Sox,89,73
1973,California Angels,79,83
1973,Chicago White Sox,77,85
1973,Chicago Cubs,77,84
1973,Cincinnati Reds,99,63
1973,Cleveland Indians,71,91
1973,Detroit Tigers,85,77
1973,Houston Astros,82,80
1973,Kansas City Royals,88,74
1973,Los Angeles Dodgers,95,66
1973,Minnesota Twins,81,81
1973,Milwaukee Brewers,74,88
1973,Montreal Expos,79,83
1973,New York Yankees,80,82
1973,New York Mets,82,79
1973,Oakland Athletics,94,68
1973,Philadelphia Phillies,71,91
1973,Pittsburgh Pirates,80,82
1973,San Diego Padres,60,102
1973,San Francisco Giants,88,74
1973,St. Louis Cardinals,81,81
1973,Texas Rangers,57,105
1974,Atlanta Braves,88,74
1974,Baltimore Orioles,91,71
1974,Boston Red Sox,84,78
1974,California Angels,68,94
1974,Chicago White Sox,80,80
1974,Chicago Cubs,66,96
1974,Cincinnati Reds,98,64
1974,Cleveland Indians,77,85
1974,Detroit Tigers,72,90
1974,Houston Astros,81,81
1974,Kansas City Royals,77,85
1974,Los Angeles Dodgers,102,60
1974,Minnesota Twins,82,80
1974,Milwaukee Brewers,76,86
1974,Montreal Expos,79,82
1974,New York Yankees,89,73
1974,New York Mets,71,91
1974,Oakland Athletics,90,72
1974,Philadelphia Phillies,80,82
1974,Pittsburgh Pirates,88,74
1974,San Diego Padres,60,102
1974,San Francisco Giants,72,90
1974,St. Louis Cardinals,86,75
1974,Texas Rangers,84,76
1975,Atlanta Braves,67,94
1975,Baltimore Orioles,90,69
1975,Boston Red Sox,95,65
1975,California Angels,72,89
1975,Chicago White Sox,75,86
1975,Chicago Cubs,75,87
1975,Cincinnati Reds,108,54
1975,Cleveland Indians,79,80
1975,Detroit Tigers,57,102
1975,Houston Astros,64,97
1975,Kansas City Royals,91,71
1975,Los Angeles Dodgers,88,74
1975,Minnesota Twins,76,83
1975,Milwaukee Brewers,68,94
1975,Montreal Expos,75,87
1975,New York Yankees,83,77
1975,New York Mets,82,80
1975,Oakland Athletics,98,64
1975,Philadelphia Phillies,86,76
1975,Pittsburgh Pirates,92,69
1975,San Diego Padres,71,91
1975,San Francisco Giants,80,81
1975,St. Louis Cardinals,82,80
1975,Texas Rangers,79,83
1976,Atlanta Braves,70,92
1976,Baltimore Orioles,88,74
1976,Boston Red Sox,83,79
1976,California Angels,76,86
1976,Chicago White Sox,64,97
1976,Chicago Cubs,75,87
1976,Cincinnati Reds,102,60
1976,Cleveland Indians,81,78
1976,Detroit Tigers,74,87
1976,Houston Astros,80,82
1976,Kansas City Royals,90,72
1976,Los Angeles Dodgers,92,70
1976,Minnesota Twins,85,77
1976,Milwaukee Brewers,66,95
1976,Montreal Expos,55,107
1976,New York Yankees,97,62
1976,New York Mets,86,76
1976,Oakland Athletics,87,74
1976,Philadelphia Phillies,101,61
1976,Pittsburgh Pirates,92,70
1976,San Diego Padres,73,89
1976,San Francisco Giants,74,88
1976,St. Louis Cardinals,72,90
1976,Texas Rangers,76,86
1977,Atlanta Braves,61,101
1977,Baltimore Orioles,97,64
1977,Boston Red Sox,97,64
1977,California Angels,74,88
1977,Chicago White Sox,90,72
1977,Chicago Cubs,81,81
1977,Cincinnati Reds,88,74
1977,Cleveland Indians,71,90
1977,Detroit Tigers,74,88
1977,Houston Astros,81,81
1977,Kansas City Royals,102,60
1977,Los Angeles Dodgers,98,64
1977,Minnesota Twins,84,77
1977,Milwaukee Brewers,67,95
1977,Montreal Expos,75,87
1977,New York Yankees,100,62
1977,New York Mets,64,98
1977,Oakland Athletics,63,98
1977,Philadelphia Phillies,101,61
1977,Pittsburgh Pirates,96,66
1977,San Diego Padres,69,93
1977,Seattle Mariners,64,98
1977,San Francisco Giants,75,87
1977,St. Louis Cardinals,83,79
1977,Texas Rangers,94,68
1977,Toronto Blue Jays,54,107
1978,Atlanta Braves,69,93
1978,Baltimore Orioles,90,71
1978,Boston Red Sox,99,64
1978,California Angels,87,75
1978,Chicago White Sox,71,90
1978,Chicago Cubs,79,83
1978,Cincinnati Reds,92,69
1978,Cleveland Indians,69,90
1978,Detroit Tigers,86,76
1978,Houston Astros,74,88
1978,Kansas City Royals,92,70
1978,Los Angeles Dodgers,95,67
1978,Minnesota Twins,73,89
1978,Milwaukee Brewers,93,69
1978,Montreal Expos,76,86
1978,New York Yankees,100,63
1978,New York Mets,66,96
1978,Oakland Athletics,69,93
1978,Philadelphia Phillies,90,72
1978,Pittsburgh Pirates,88,73
1978,San Diego Padres,84,78
1978,Seattle Mariners,56,104
1978,San Francisco Giants,89,73
1978,St. Louis Cardinals,69,93
1978,Texas Rangers,87,75
1978,Toronto Blue Jays,59,102
1979,Atlanta Braves,66,94
1979,Baltimore Orioles,102,57
1979,Boston Red Sox,91,69
1979,California Angels,88,74
1979,Chicago White Sox,73,87
1979,Chicago Cubs,80,82
1979,Cincinnati Reds,90,71
1979,Cleveland Indians,81,80
1979,Detroit Tigers,85,76
1979,Houston Astros,89,73
1979,Kansas City Royals,85,77
1979,Los Angeles Dodgers,79,83
1979,Minnesota Twins,82,80
1979,Milwaukee Brewers,95,66
1979,Montreal Expos,95,65
1979,New York Yankees,89,71
1979,New York Mets,63,99
1979,Oakland Athletics,54,108
1979,Philadelphia Phillies,84,78
1979,Pittsburgh Pirates,98,64
1979,San Diego Padres,68,93
1979,Seattle Mariners,67,95
1979,San Francisco Giants,71,91
1979,St. Louis Cardinals,86,76
1979,Texas Rangers,83,79
1979,Toronto Blue Jays,53,109
1980,Atlanta Braves,81,80
1980,Baltimore Orioles,100,62
1980,Boston Red Sox,83,77
1980,California Angels,65,95
1980,Chicago White Sox,70,90
1980,Chicago Cubs,64,98
1980,Cincinnati Reds,89,73
1980,Cleveland Indians,79,81
1980,Detroit Tigers,84,78
1980,Houston Astros,93,70
1980,Kansas City Royals,97,65
1980,Los Angeles Dodgers,92,71
1980,Minnesota Twins,77,84
1980,Milwaukee Brewers,86,76
1980,Montreal Expos,90,72
1980,New York Yankees,103,59
1980,New York Mets,67,95
1980,Oakland Athletics,83,79
1980,Philadelphia Phillies,91,71
1980,Pittsburgh Pirates,83,79
1980,San Diego Padres,73,89
1980,Seattle Mariners,59,103
1980,San Francisco Giants,75,86
1980,St. Louis Cardinals,74,88
1980,Texas Rangers,76,85
1980,Toronto Blue Jays,67,95
1981,Atlanta Braves,50,56
1981,Baltimore Orioles,59,46
1981,Boston Red Sox,59,49
1981,California Angels,51,59
1981,Chicago White Sox,54,52
1981,Chicago Cubs,38,65
1981,Cincinnati Reds,66,42
1981,Cleveland Indians,52,51
1981,Detroit Tigers,60,49
1981,Houston Astros,61,49
1981,Kansas City Royals,50,53
1981,Los Angeles Dodgers,63,47
1981,Minnesota Twins,41,68
1981,Milwaukee Brewers,62,47
1981,Montreal Expos,60,48
1981,New York Yankees,59,48
1981,New York Mets,41,62
1981,Oakland Athletics,64,45
1981,Philadelphia Phillies,59,48
1981,Pittsburgh Pirates,46,56
1981,San Diego Padres,41,69
1981,Seattle Mariners,44,65
1981,San Francisco Giants,56,55
1981,St. Louis Cardinals,59,43
1981,Texas Rangers,57,48
1981,Toronto Blue Jays,37,69
1982,Atlanta Braves,89,73
1982,Baltimore Orioles,94,68
1982,Boston Red Sox,89,73
1982,California Angels,93,69
1982,Chicago White Sox,87,75
1982,Chicago Cubs,73,89
1982,Cincinnati Reds,61,101
1982,Cleveland Indians,78,84
1982,Detroit Tigers,83,79
1982,Houston Astros,77,85
1982,Kansas City Royals,90,72
1982,Los Angeles Dodgers,88,74
1982,Minnesota Twins,60,102
1982,Milwaukee Brewers,95,67
1982,Montreal Expos,86,76
1982,New York Yankees,79,83
1982,New York Mets,65,97
1982,Oakland Athletics,68,94
1982,Philadelphia Phillies,89,73
1982,Pittsburgh Pirates,84,78
1982,San Diego Padres,81,81
1982,Seattle Mariners,76,86
1982,San Francisco Giants,87,75
1982,St. Louis Cardinals,92,70
1982,Texas Rangers,64,98
1982,Toronto Blue Jays,78,84
1983,Atlanta Braves,88,74
1983,Baltimore Orioles,98,64
1983,Boston Red Sox,78,84
1983,California Angels,70,92
1983,Chicago White Sox,99,63
1983,Chicago Cubs,71,91
1983,Cincinnati Reds,74,88
1983,Cleveland Indians,70,92
1983,Detroit Tigers,92,70
1983,Houston Astros,85,77
1983,Kansas City Royals,79,83
1983,Los Angeles Dodgers,91,71
1983,Minnesota Twins,70,92
1983,Milwaukee Brewers,87,75
1983,Montreal Expos,82,80
1983,New York Yankees,91,71
1983,New York Mets,68,94
1983,Oakland Athletics,74,88
1983,Philadelphia Phillies,90,72
1983,Pittsburgh Pirates,84,78
1983,San Diego Padres,81,81
1983,Seattle Mariners,60,102
1983,San Francisco Giants,79,83
1983,St. Louis Cardinals,79,83
1983,Texas Rangers,77,85
1983,Toronto Blue Jays,89,73
1984,Atlanta Braves,80,82
1984,Baltimore Orioles,85,77
1984,Boston Red Sox,86,76
1984,California Angels,81,81
1984,Chicago White Sox,74,88
1984,Chicago Cubs,96,65
1984,Cincinnati Reds,70,92
1984,Cleveland Indians,75,87
1984,Detroit Tigers,104,58
1984,Houston Astros,80,82
1984,Kansas City Royals,84,78
1984,Los Angeles Dodgers,79,83
1984,Minnesota Twins,81,81
1984,Milwaukee Brewers,67,94
1984,Montreal Expos,78,83
1984,New York Yankees,87,75
1984,New York Mets,90,72
1984,Oakland Athletics,77,85
1984,Philadelphia Phillies,81,81
1984,Pittsburgh Pirates,75,87
1984,San Diego Padres,92,70
1984,Seattle Mariners,74,88
1984,San Francisco Giants,66,96
1984,St. Louis Cardinals,84,78
1984,Texas Rangers,69,92
1984,Toronto Blue Jays,89,73
1985,Atlanta Braves,66,96
1985,Baltimore Orioles,83,78
1985,Boston Red Sox,81,81
1985,California Angels,90,72
1985,Chicago White Sox,85,77
1985,Chicago Cubs,77,84
1985,Cincinnati Reds,89,72
1985,Cleveland Indians,60,102
1985,Detroit Tigers,84,77
1985,Houston Astros,83,79
1985,Kansas City Royals,91,71
1985,Los Angeles Dodgers,95,67
1985,Minnesota Twins,77,85
1985,Milwaukee Brewers,71,90
1985,Montreal Expos,84,77
1985,New York Yankees,97,64
1985,New York Mets,98,64
1985,Oakland Athletics,77,85
1985,Philadelphia Phillies,75,87
1985,Pittsburgh Pirates,57,104
1985,San Diego Padres,83,79
1985,Seattle Mariners,74,88
1985,San Francisco Giants,62,100
1985,St. Louis Cardinals,101,61
1985,Texas Rangers,62,99
1985,Toronto Blue Jays,99,62
1986,Atlanta Braves,72,89
1986,Baltimore Orioles,73,89
1986,Boston Red Sox,95,66
1986,California Angels,92,70
1986,Chicago White Sox,72,90
1986,Chicago Cubs,70,90
1986,Cincinnati Reds,86,76
1986,Cleveland Indians,84,78
1986,Detroit Tigers,87,75
1986,Houston Astros,96,66
1986,Kansas City Royals,76,86
1986,Los Angeles Dodgers,73,89
1986,Minnesota Twins,71,91
1986,Milwaukee Brewers,77,84
1986,Montreal Expos,78,83
1986,New York Yankees,90,72
1986,New York Mets,108,54
1986,Oakland Athletics,76,86
1986,Philadelphia Phillies,86,75
1986,Pittsburgh Pirates,64,98
1986,San Diego Padres,74,88
1986,Seattle Mariners,67,95
1986,San Francisco Giants,83,79
1986,St. Louis Cardinals,79,82
1986,Texas Rangers,87,75
1986,Toronto Blue Jays,86,76
1987,Atlanta Braves,69,92
1987,Baltimore Orioles,67,95
1987,Boston Red Sox,78,84
1987,California Angels,75,87
1987,Chicago White Sox,77,85
1987,Chicago Cubs,76,85
1987,Cincinnati Reds,84,78
1987,Cleveland Indians,61,101
1987,Detroit Tigers,98,64
1987,Houston Astros,76,86
1987,Kansas City Royals,83,79
1987,Los Angeles Dodgers,73,89
1987,Minnesota Twins,85,77
1987,Milwaukee Brewers,91,71
1987,Montreal Expos,91,71
1987,New York Yankees,89,73
1987,New York Mets,92,70
1987,Oakland Athletics,81,81
1987,Philadelphia Phillies,80,82
1987,Pittsburgh Pirates,80,82
1987,San Diego Padres,65,97
1987,Seattle Mariners,78,84
1987,San Francisco Giants,90,72
1987,St. Louis Cardinals,95,67
1987,Texas Rangers,75,87
1987,Toronto Blue Jays,96,66
1988,Atlanta Braves,54,106
1988,Baltimore Orioles,54,107
1988,Boston Red Sox,89,73
1988,California Angels,75,87
1988,Chicago White Sox,71,90
1988,Chicago Cubs,77,85
1988,Cincinnati Reds,87,74
1988,Cleveland Indians,78,84
1988,Detroit Tigers,88,74
1988,Houston Astros,82,80
1988,Kansas City Royals,84,77
1988,Los Angeles Dodgers,94,67
1988,Minnesota Twins,91,71
1988,Milwaukee Brewers,87,75
1988,Montreal Expos,81,81
1988,New York Yankees,85,76
1988,New York Mets,100,60
1988,Oakland Athletics,104,58
1988,Philadelphia Phillies,65,96
1988,Pittsburgh Pirates,85,75
1988,San Diego Padres,83,78
1988,Seattle Mariners,68,93
1988,San Francisco Giants,83,79
1988,St. Louis Cardinals,76,86
1988,Texas Rangers,70,91
1988,Toronto Blue Jays,87,75
1989,Atlanta Braves,63,97
1989,Baltimore Orioles,87,75
1989,Boston Red Sox,83,79
1989,California Angels,91,71
1989,Chicago White Sox,69,92
1989,Chicago Cubs,93,69
1989,Cincinnati Reds,75,87
1989,Cleveland Indians,73,89
1989,Detroit Tigers,59,103
1989,Houston Astros,86,76
1989,Kansas City Royals,92,70
1989,Los Angeles Dodgers,77,83
1989,Minnesota Twins,80,82
1989,Milwaukee Brewers,81,81
1989,Montreal Expos,81,81
1989,New York Yankees,74,87
1989,New York Mets,87,75
1989,Oakland Athletics,99,63
1989,Philadelphia Phillies,67,95
1989,Pittsburgh Pirates,74,88
1989,San Diego Padres,89,73
1989,Seattle Mariners,73,89
1989,San Francisco Giants,92,70
1989,St. Louis Cardinals,86,76
1989,Texas Rangers,83,79
